caption,n_likes_1000,n_comments,event,fac,gpe,law,loc,money,norp,org,person,product,work_of_art,personal_quote,quote
"Creativity redefines the path to stardom. #HereToCreate
---
@mosalah @jesselingard @caitfreestyle @hm_son7 @dele @sp9_football @d_degeaofficial
Uncage the stage: adidas.com/heretocreate",140k,415,0,0,0,0,0,1,0,1,0,0,0,0,0
"Never play on repeat. Inspire a new wave of creativity.
@PaulPogba #HereToCreate
---
Run the show: adidas.com/heretocreate",132k,338,0,0,0,0,0,1,0,0,0,0,0,0,0
"Creators unscripted. #HereToCreate
---
@leomessi @vonmiller @luissuarez9 @carowozniacki @karliekloss @asapferg @damianlillard @davidbeckham @thef2

Flip the script: adidas.com/heretocreate",168k,443,0,0,0,0,0,1,0,1,2,0,0,0,0
"Create the answer.
#HereToCreate
- - -
@asapferg @bernardocarvalhosilva @caitfreestyle @carowozniacki @ch14_ @damianlillard @davidbeckham @dejesusoficial @d_degeaofficial @dele @florencia.galarza @hm_son7 @jesselingard @karliekloss @leomessi @lindseyhoran11 @luissuarez9 @mosalah @m10_official @noravexplora @paulpogba @pharrell @roberto_firmino @seanfreestyle @stormzyofficial @thejudge44 @vonmiller @Zidane",137k,1187,0,0,0,0,0,0,0,0,3,0,0,0,0
"The Greatest Creator of All Time.
#HereToCreate",497k,3227,0,0,0,1,0,0,0,0,0,0,0,0,0
"Battle ropes and chill. #Climachill
---
Weekend starts here: adidas.com/builttodefy",163k,551,0,0,0,0,0,1,0,0,0,0,0,0,0
"Imagination has no limits. See how in our story. #Climachill
---
Stay cool here: adidas.com/builttodefy",138k,734,0,0,0,0,0,1,0,0,0,0,0,0,0
"Watch our story and step into the future with Deerupt.
---
#DEERUPT 
Available now: adidas.com/Deerupt",120k,1458,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bouncing into the weekend like we changed the game. 
#BOOST",65k,942,0,0,0,0,0,0,0,0,0,0,0,0,0
"Change the game, run the world.
#BOOST",63k,530,0,0,0,0,0,0,0,0,0,0,0,0,0
"The city waits for no run.
---
@domscottrunsa wears the @adidasrunning #ULTRABOOST X",126k,426,0,0,0,0,0,0,0,2,0,0,0,0,0
"When the world’s most creative collide in Los Angeles, anything can happen.
@childishgambino @jharden13 @liluzivert @alexanderwangny @damianlillard @21savage @playboicarti
---
#747WarehouseSt #RowDTLA",77k,194,0,0,1,0,0,0,0,0,1,0,0,0,0
"Innovation finds a new home.
Swipe to see the #747WarehouseSt exclusives.
---
📸: @Oscar_Castillo 
#SPEEDFACTORY #adidasParley #UltraBOOST #Futurecraft #RowDTLA",144k,670,0,0,0,0,0,2,0,0,0,0,0,0,0
"Born from culture. Live in LA.
@nerd for one night only at #747WarehouseSt. 
#RowDTLA",82k,171,0,0,1,0,0,1,0,1,0,0,0,0,0
"From culture comes creation.
Go behind the scenes with @KarlieKloss at the Maker Lab.
#747WarehouseSt.
---
@HannahBronfman 
#RowDTLA #CRAZY #Futurecraft",131k,279,0,0,0,0,0,0,0,0,1,0,0,0,0
"California Love.
Team @SnoopDogg brings it home at #747WarehouseSt.
#RowDTLA",102k,176,0,1,0,0,0,1,0,0,0,0,0,0,0
"Showtime in LA. 
Sport and culture collide.
Team Snoop Dogg vs. Team 2 Chainz.
---
@SnoopDogg @hairweavekiller 
#747WarehouseSt #RowDTLA",104k,192,0,0,1,0,0,0,0,2,2,1,0,0,0
"Los Angeles, welcome to #747WarehouseSt.
The biggest ever celebration of basketball culture.
Stay tuned as we make history and create the future.
---
#RowDTLA
@adidasHoops @adidasOriginals",101k,240,0,0,1,0,0,1,0,0,0,0,0,0,0
"Self expression served up.
---
@GarbiMuguruza wears the #ZNE Jacket Reversible",113k,424,0,0,0,0,0,0,0,0,0,0,0,0,0
"Past inspires future. 
Swipe to see the fundamentals perfected.
---
#EQT BASK ADV from @adidasoriginals",269k,2028,0,0,0,0,0,0,0,2,0,0,0,0,0
"Coldblooded creators. It’s time.
---
The Cold Blooded Pack from @adidasfootball. Exclusively available on adidas.com. 
Link in bio.",179k,900,0,0,0,0,0,0,0,0,0,0,1,0,0
"“Head in the game, ready to play.”
@luissuarez9 
#ALPHASKIN",169k,716,0,0,0,0,0,0,0,1,0,0,0,0,1
"Court, pitch, gym or street.
No matter how you move, #ALPHASKIN has you covered.
🇺🇸: tap to explore the range.
🌍: hit our story for more.",126k,441,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ditch distractions. 
A performance layer that moves with you, not against. 
#ALPHASKIN
---
@karliekloss @luissuarez9 @_4dak @damianlillard @nnemkadi",78k,382,0,0,0,0,0,0,0,2,0,0,0,0,0
"Twist it. 
Push it. 
Climb it. 
Run it.
– – –
#StrongerForIt bra by @adidaswomen 
@kirsylovett @hurdle_holic",36k,458,0,0,0,0,0,0,0,1,1,0,0,0,0
"Free to move your way.
View our story for more 🙏
– – –
#AllMe bra by @adidaswomen",89k,309,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unhumble. Uncompromising. #CRAZY.
---
@21savage @adidasoriginals",55k,627,0,0,0,0,0,0,0,0,0,0,0,0,0
"Game recognises game, forever a legend. The #CRAZY 8 ADV, coming soon to @adidasoriginals.
---
@playboicarti",46k,439,0,0,0,0,0,0,0,1,0,0,0,0,0
"Break boundaries in the #CRAZY 8 ADV.
---
@thuggerthugger1 @adidasoriginals",50k,291,0,0,0,0,0,0,0,1,0,0,0,0,0
"Order it ✅
Track it ✅
Run it ✅
Available in US and UK only.
Download now. Link in bio 📲",61k,644,0,0,2,0,0,0,0,0,1,0,0,0,0
"The world of adidas, personalised for you.
Currently only available in US and UK. 
Download now. Link in bio 📲",58k,549,0,0,2,0,0,0,0,0,1,0,0,0,0
"Through the pain we are born.
Head to our story for more.
#NotMadeForNormal #Climaheat",76k,403,0,0,0,0,0,0,0,0,0,0,0,0,0
"An icon off the pitch, still a legend on it.
#HereToCreate",145k,281,0,0,0,0,0,0,0,0,0,0,0,0,0
"The past accelerates the present. 
The @davidbeckham capsule collection.
Available today.
#HereToCreate
---
📸: @tobyziff",99k,368,0,0,0,0,0,0,0,1,0,0,0,0,0
"@adidasfootball X @davidbeckham.
From the stadium to the street.
Available tomorrow.
#HereToCreate",85k,337,0,0,0,0,0,0,0,0,0,0,0,0,0
"adidas made for London.
Created with #SPEEDFACTORY.
#HereToCreate",173k,1251,0,0,1,0,0,1,0,0,0,0,0,0,0
"Make the future move the city.
Discover #SPEEDFACTORY in our story.
#HereToCreate",86k,793,0,0,0,0,0,0,0,0,0,0,0,0,0
"The EQT Support ADV; using Parley Ocean Plastic @adidasoriginals and @parley.tv unite to turn a problem into progress. 
Watch our Instagram story for more.
#adidasParley #EQT",171k,1606,0,0,0,0,0,0,0,3,0,0,0,0,0
"From the shore to the street. 
@adidasoriginals and @Parley.TV combine in the fight against plastic pollution. 
#adidasParley #EQT",72k,251,0,0,0,0,0,0,0,1,1,0,0,0,0
"There are no instructions for how to get to the top, thats on you. 
#adidasTERREX @sheneenagins @adidasterrex
--
📸: @thatmikolim",72k,526,0,0,0,0,0,0,0,1,0,0,0,0,0
"Live a life without limits.
&quot;One leg, two legs, doesn’t matter I can do it” -@sunsetphillip
#adidasTERREX",84k,514,0,0,0,0,0,0,0,0,0,0,0,0,0
"Don’t be afraid to climb alone. Create a path that is your own. #adidasTERREX
@sheneenagins @adidasterrex
--
📸: @thatmikolim​",71k,714,0,0,0,0,0,1,0,0,0,0,0,0,0
"Introducing: Who Says Girls Can’t Race. Berlin’s freshest running squad.
Tap the link in our bio to meet the squad.
#TakeCharge #adidasRunners",136k,472,0,0,1,0,0,0,0,0,0,0,0,0,0
"Want it all. Win it all. 
#ThePulseOf #ZNE",135k,521,0,0,0,0,0,0,0,1,0,0,0,0,0
"Born on beat. 
#ThePulseOf #ZNE",159k,633,0,0,0,0,0,0,0,1,0,0,0,0,0
"The match might be over but your journey has just begun.
@adidastennis @alexzverev123",55k,411,0,0,0,0,0,0,0,0,1,0,0,0,0
"When you’ve got every angle covered, success is no coincidence for @Angie.Kerber.
@adidastennis",52k,417,0,0,1,0,0,0,0,0,1,0,0,0,0
"Born from culture. Built for the court. 
adidas Performance x @Pharrell Williams
@adidastennis @garbimuguruza",57k,426,0,0,0,0,0,0,0,1,2,0,0,0,0
"The most wanted.
#X17 #HereToCreate",153k,514,0,0,0,0,0,0,0,1,0,0,0,0,0
"The future.
#ACE17
#HereToCreate",151k,446,0,0,0,0,0,0,0,0,0,0,0,0,0
"The GOAT.
The Ocean Storm #NEMEZIZ.
Exclusively available on adidas.com
#HereToCreate",209k,936,0,0,0,0,0,1,0,2,0,0,0,0,0
"Bring it in and find a new wave 🌊
#HereToCreate",102k,262,0,0,0,0,0,0,0,0,0,0,0,0,0
"What goes up, doesnt have to come down. 
Ride your own wave. ➕
#HereToCreate",73k,364,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creators &gt; Haters. ➕ Positivity rising. 
#HereToCreate",101k,233,0,0,0,0,0,0,0,1,0,0,0,0,0
"Make them take notice. Create your own waves. ➕➕➕
#HereToCreate",83k,287,0,0,0,0,0,0,0,0,0,0,0,0,0
"Get on their radar. Do the unexpected and create your own waves. ➕➕➕
#HereToCreate",52k,221,0,0,0,0,0,0,0,0,0,0,0,0,0
Same old speed drills?  Think again. Creators do it their own way. Create your own waves. ➕➕➕ #HereToCreate,87k,426,0,0,0,0,0,1,0,0,0,0,0,0,0
"When its game time, its time to create. ➕➕➕
#HereToCreate",61k,420,0,0,0,0,0,0,0,0,0,0,0,0,0
"Make your voice heard. Create your own waves. ➕➕➕
#HereToCreate",54k,315,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creativity = good vibes. Every day. All day. Create positivity. ➕➕➕
#HereToCreate",61k,291,0,0,0,0,0,0,0,0,0,0,0,0,0
"In the gym or on the field, creativity can happen anywhere. ➕➕➕
#HereToCreate",83k,420,0,0,0,0,0,0,0,0,0,0,0,0,0
"No matter where you play, create something. ➕➕➕
#HereToCreate",79k,471,0,0,0,0,0,0,0,0,0,0,0,0,0
"Make your own waves. 
Create positivity. ➕➕➕ #HereToCreate",71k,534,0,0,0,0,0,1,0,0,0,0,0,0,0
"Weekend this way 🔜
#UltraBOOSTX",121k,408,0,0,1,0,0,0,0,0,0,0,0,0,0
"Miles over matter. 
#UltraBOOSTX",70k,340,0,0,1,0,0,0,0,0,1,0,0,0,0
"Its Monday. Find your path, not an excuse. 
#UltraBOOSTX",131k,377,0,0,1,0,0,0,0,0,0,0,0,0,0
"Back bends and open hearts.
#InternationalYogaDay
#HereToCreate 
@cbquality @cliopajczer @steffywhiteyoga @angeliquelini",102k,550,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rise and shine. Checking in with mind, body and soul on #InternationalYogaDay. 
#HereToCreate
@adidaswomen",117k,368,0,0,0,0,0,1,0,0,0,0,0,0,0
"You dont need wings to fly.
#InternationalYogaDay
#HereToCreate
@ericatenggarayoga 
@adidaswomen",99k,236,0,0,0,0,0,0,0,0,0,0,0,0,0
"The race for the seas started in New York, but its far from over.
Tap the link in the bio and join the global movement.
#adidasParley
#RunForTheOceans",127k,502,0,0,1,0,0,0,1,0,0,0,0,0,0
"Marine plastic pollution is everyones problem.
Wherever you are in the world, be part of the solution this World Oceans Day.
Sign up using the link in our bio.
#RunForTheOceans 
#adidasParley",144k,480,0,0,0,0,0,1,1,0,0,0,0,0,0
"This Thursday, New York City takes action for the oceans.
You can make your miles matter and join the global movement today.
Click the link in the bio to find out how.
#RunForTheOceans
#adidasParley",110k,306,0,0,1,0,0,1,0,0,0,0,0,0,0
"Create history.
#UCLFinal
#HereToCreate",266k,749,0,0,0,0,0,0,0,1,0,0,0,0,0
"That feeling when the whole world is watching. 
#UCLFinal 
#HereToCreate",149k,595,0,0,0,0,0,0,0,1,0,0,0,0,0
"Looking to make history 👀
#UCLFinal 
#HereToCreate",180k,426,0,0,0,0,0,0,0,1,0,0,0,0,0
"Create the impossible. 
#NEMEZIZ #HereToCreate",110k,970,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unlock your imagination. 
#NEMEZIZ #HereToCreate",112k,815,0,0,0,0,0,0,0,0,0,0,0,0,0
"The result of relentless innovation. Creativity comes alive in #NEMEZIZ.
#HereToCreate",315k,1328,0,0,0,0,0,1,0,0,0,0,0,0,0
"The city is your playground. Hit the ground running. 
#PureBOOST DPR",79k,433,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dont miss the train. Beat it.
#PureBOOST DPR",90k,339,0,0,0,0,0,0,0,1,0,0,0,0,0
"The city moves, but you move faster. 
#PureBOOST DPR",83k,332,0,0,0,0,0,0,0,1,0,0,0,0,0
"Play with style. 
Prepare in confidence. 
#MYGAME",98k,288,0,0,0,0,0,0,0,0,1,0,0,0,0
"Crafted for the court. Step up to the baseline. 
#MYGAME",71k,329,0,0,0,0,0,0,0,0,1,0,0,0,0
"Sights set on Roland Garros glory. For @Kristinamladenovic93, the quest for success begins. 
#MYGAME",58k,260,0,0,0,0,0,0,0,0,2,0,0,0,0
"The week is over, but the workout is never done. @KarlieKloss in the new adidas by @stellamccartney collection.
#aSMC",111k,849,0,0,0,0,0,0,0,1,0,0,0,0,0
"Strong alone. Better together.
#aSMC",90k,542,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reject routine. Switch it up. 
@KarlieKloss in the adidas by @stellamccartney collection.
#aSMC ​",65k,258,0,0,0,0,0,0,0,1,0,0,0,0,0
"The place we call home 🌍
Pause for the planet this Earth Day. 
#adidasParley #UltraBOOST",127k,671,1,0,0,0,0,1,0,0,0,0,0,0,0
"Billions of years of history.
Reshape the past to create the future this Earth Day.
#adidasParley #UltraBOOST",106k,532,0,0,0,0,1,1,0,0,1,0,0,0,0
"This cosmic oasis we call home.
Find focus this Earth Week.
#ZNE",94k,394,0,0,0,0,0,0,0,1,0,0,0,0,0
"Zero dye. Zero noise.
The zone is not only a state of mind, its also the world we play in. 
#ZNE #FindFocus",102k,507,0,0,0,0,0,0,0,1,0,0,0,0,0
"Zero Dye. Zero noise.
The goal is clear, make it yours.
#ZNE #FindFocus",129k,550,0,0,0,0,0,0,0,1,0,0,0,0,0
"Zero Dye. Zero noise.
On the tennis court or wherever you are, make your target clear.
#ZNE #FindFocus",104k,346,0,0,0,0,0,0,0,1,0,0,0,0,0
"Time to rise. 
#Futurecraft",114k,584,0,0,0,0,0,0,0,0,0,0,0,0,0
"Futurecraft 4D. A revolution in full force. Made of light, oxygen and imagination. 
#Futurecraft",109k,620,0,0,0,0,0,0,0,0,0,0,0,0,0
"adidas imagination.
Carbon technology.
Limitless possibilities.
#Futurecraft",80k,471,0,0,0,0,0,0,0,0,0,0,0,0,0
"Create and recreate.
One of the most reinvented pieces of art gets reinvented once more by @petrafcollins.",44k,158,0,0,0,0,0,0,0,0,0,0,0,0,0
"In a nod to high fashion couture and the ‘90s, @dejloaf walks her own path to define what #ORIGINALis",48k,251,0,0,0,0,0,0,0,0,0,0,0,0,0
"Out here, you make the rules. 
#NotMadeForNormal 
#Climachill",71k,239,0,0,0,0,0,0,0,1,0,0,0,0,0
"Rivers boil. Bones bake. Lakes burn. Earths shake.
#NotMadeForNormal
#Climachill",91k,239,0,0,0,0,0,0,0,1,0,0,0,0,0
"The insane run for their lives. 
#NotMadeForNormal
#Climachill",92k,258,0,0,0,0,0,0,0,1,0,0,0,0,0
"Use your creativity to make a difference in your sport, life and the world. #HereToCreate
Hit the link in our bio to learn more.",98k,281,0,0,0,0,0,1,0,0,0,0,0,0,0
"Unleash your creativity.
#HereToCreate 
Hit the link in our bio to learn more.",60k,157,0,0,0,0,0,0,0,0,0,0,0,0,0
"One more time. 
Derrick Rose leaves nothing in the tank. Push yourself to be better than your last workout. #NeverDone",49k,285,0,0,0,0,0,0,0,0,1,0,0,0,0
"Chain reaction.
Don’t wish for success. Create it. Find a goal and train for your future. #NeverDone",63k,213,0,0,0,0,0,0,0,0,0,0,0,0,0
"Being a force at the rim in a game of giants means training a level above. Don’t get too comfortable with your exercises, keep raising the bar. #NeverDone
Link in bio for more Derrick Rose, his training look and favorite workouts.",77k,129,0,0,0,0,0,0,0,1,1,0,0,0,0
"Head strong.
@CarmenJorda trains to fight any force holding her back. Every muscle matters. Carmen works out her neck to prepare for the G-forces she faces on the track. #NeverDone",38k,108,0,0,1,0,0,0,0,0,0,0,0,0,0
"Push boundaries.
Drive your expectations to the limit. Working your core doesn’t have to mean just crunches and planks. Explore different ways to work your target muscles. #NeverDone",36k,102,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turn ordinary upside down. 
F1 driver @carmenjorda defies gravity to take her training up a gear. Look beyond traditional workouts for unexpected results. #NeverDone",67k,160,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finish strong.
@yardeeeboy ends off a session as explosive as the start. Adding extra time or reps at the end of your set, even if it means dropping the resistance, can help you deliver power when you need it most. #NeverDone",60k,144,0,0,0,0,0,0,0,0,1,0,0,0,0
"Practice how you play.
@yardeeeboy creates training as demanding as match day. Train so hard that match day feels like a walk in the park. #NeverDone",46k,128,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dream chaser.
@yardeeeboy knows the future of his success will take some heavy lifting. These Trap Bar deadlifts are great for fighting off opponents on the rugby pitch but also for getting to the rim in basketball and creating separation in football. Link in bio for training gear and more workout inspiration. #NeverDone",39k,71,0,0,0,0,0,0,0,0,1,0,0,0,0
"Sweat therapy.
Let your workout be the only thing weighing you down. Getting in a workout, even a short one, can help escape a busy lifestyle. @KarlieKloss is #NeverDone",34k,129,0,0,0,0,0,0,0,0,0,0,0,0,0
"Super set.
@KarlieKloss uses time between exercises to build in more reps. Instead of staring in the mirror between sets, get in some bicycle crunches to keep your blood flowing and calories burning. #NeverDone",38k,114,0,0,0,0,0,0,0,0,0,0,0,0,0
"Routine is the enemy of progress.
@KarlieKloss is #NeverDone creating new ways to train. Don’t neglect muscles or fun. Mix it up with different exercises and equipment to keep your workouts fresh. Link in bio for more on Karlie, her training look and workouts.",42k,94,0,0,1,0,0,0,0,0,1,0,0,0,0
"Like @Mabelmcvey and crew, walk your own path to become a Superstar. #ORIGINALis",47k,109,0,0,1,0,0,0,0,0,1,0,0,0,0
"Leaning into the future, the Superstar is a constant force in defining what #ORIGINALis.",77k,294,0,0,1,0,0,0,0,0,0,0,0,0,0
"Taking aim at social pressure and a surveillance culture, @Mabelmcvey takes originality into her own hands. #ORIGINALis",61k,136,0,0,0,0,0,0,0,0,1,0,0,0,0
"Passing the torch.
Talent handed down from one generation to the next. #ORIGINALis",46k,93,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sneakerhead.
The modern day urban nomad is defining history, today.
#ORIGINALis",112k,604,0,0,0,0,0,0,0,0,1,0,0,0,0
"A new type of tribe.
Paying tribute to the vigilantes of history at the forefront of defining what #ORIGINALis.",57k,193,0,0,0,0,0,0,0,0,0,0,0,0,0
"Celebrating the modern day urban nomad with a modern day icon. #NMD, transformed. 
#ORIGINALis",58k,289,0,0,0,0,0,1,0,0,0,0,0,0,0
"Celebrating past to define future. ORIGINAL is never finished pays tribute to film and hip hop videos of the 90s including @snoopdoggs legendary debut album, Doggystyle. #ORIGINALis",48k,137,0,0,0,0,0,0,0,2,1,0,0,0,0
"Create a lasting impression. 
Honouring one of West Coast hip hops greatest artists, @snoopdogg. Click the link in our bio to find out more. #ORIGINALis",75k,225,0,0,0,0,1,0,0,1,0,0,0,0,0
"Originality never fades.
The one and only D O G G, @snoopdogg gets a Doggystyle makeover for ORIGINAL is never finished, the new film from @adidasoriginals. Head to the link in our bio to watch. #ORIGINALis",112k,211,0,0,0,0,0,0,0,2,0,0,0,0,0
The Arthur Ashe Tribute Collection continues a legacy that knows no boundaries with the #DRose7.,111k,521,0,0,0,0,0,0,0,1,0,0,0,0,0
"Past serves present.
The monochrome colourway of Arthur Ashe’s era gets a contemporary update on the #Dame3.",117k,610,0,0,0,0,0,0,0,0,1,0,0,0,0
"Leave footsteps to remember.

We celebrate Black History Month with an athlete that forever changed the face of sports. The Arthur Ashe Tribute collection, featuring a limited edition #HardenVol1, is coming soon.",97k,206,1,0,0,0,0,1,0,0,0,0,0,0,0
Switch it up. Unleash creativity into your workout routine. #HereToCreate,112k,422,0,0,0,0,0,0,0,0,0,0,0,0,0
Stretch past your limitations and centre the mind. Everything is within reach. #HereToCreate,111k,306,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/365. Dont wish for results, get out there and create them. #HereToCreate",152k,451,0,0,0,0,0,0,0,0,0,0,0,0,0
"Whatever the city, #FindFocus and block out distractions. #ZNE",148k,265,0,0,0,0,0,0,0,2,0,0,0,0,0
Find mental strength for the journey ahead. #FindFocus #ZNE,160k,478,0,0,0,0,0,0,0,1,0,0,0,0,0
"The tides are turning. Parley meets performance to create unique footwear and apparel made with Parley Ocean Plastic. Tap the link in our bio to learn more.
#adidasParley",170k,1183,0,0,0,0,0,0,0,1,0,0,0,0,0
"GLITCH.
A modular football boot with a core inner shoe and changeable skin. 
Create endless looks and performance edges without ever losing the same feel. 
Coming soon to London.",171k,601,0,0,1,0,0,0,0,1,0,0,0,0,0
"YEEZY 350 CLEAT by Kanye West. September 15, 2016.",122k,4272,0,0,0,0,0,0,0,0,1,0,0,0,0
"Strong in the mind, calm on the court. Focus found for @Angie.Kerber, @USOpen champion. #FindFocus",138k,269,0,0,1,0,0,0,0,2,0,0,0,0,0
Get your head strong. Attack distraction. #FindFocus,77k,281,0,0,0,0,0,0,0,1,0,0,0,0,0
"Training isn’t limited to the physical. 
Complete training means getting your mind right. Its about vision and, above all, focus. Introducing the #ZNE hoodie to deliver Zero Negative Energy as you #FindFocus.",87k,405,0,0,0,0,0,0,0,1,0,0,0,0,0
Prove them wrong. Show them right. #FindFocus,88k,187,0,0,0,0,0,0,0,1,0,0,0,0,0
Align your mind. Your game is on. #FindFocus,87k,141,0,0,0,0,0,0,0,1,0,0,0,0,0
No pressure. Regrets are for them. #FindFocus,100k,209,0,0,0,0,0,0,0,1,0,0,0,0,0
A lifetime ambition. @WaydeDreamer is ready to go the distance. #SpeedTakes dreams.,59k,55,0,0,0,0,0,0,0,0,1,0,0,0,0
"Heads up! @TomDaley1994 is taking over our Instagram. Head to the top of your feed, click our logo and dive in!
#SpeedTakes",75k,177,0,0,0,0,0,0,0,2,0,0,0,0,0
"Some break records. Almaz Ayana shatters them. A new womens 10,000m world record by 14 seconds. #SpeedTakes command.",81k,204,0,0,0,0,0,0,0,0,0,0,0,0,0
A leap of faith. #SpeedTakes belief.,52k,64,0,0,0,0,0,0,0,0,0,1,0,0,0
The fans want a star. @SantosRosangela100m is ready to deliver. #SpeedTakes pressure.,49k,56,0,0,0,0,0,0,0,0,0,0,0,0,0
History isn’t enough. @Rudisha800m is chasing legendary status. #SpeedTakes dedication.,49k,99,0,0,0,0,0,0,0,0,1,1,0,0,0
"For Queen, country and family. @JessicaEnnisHill is on her marks and ready to go. #SpeedTakes goals.",66k,76,0,0,0,0,0,0,0,0,1,0,0,0,0
"#SpeedTakes a bow. 
@MayraAguiarJudo is her countrys hero. 🇧🇷",75k,142,0,0,0,0,0,0,0,0,1,0,0,0,0
Two wheels. One goal. @Laura_Trott31 is hungry for more. #SpeedTakes pain.,52k,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"First hole in one in a new history of golf. For @JustinpRose99, #SpeedTakes one shot.",63k,66,0,0,0,0,0,0,0,1,0,0,0,0,0
"Game recognizes game. 
Tap the link in our bio to see @DamianLillard experiment with @HandleSoul9 on the streets of Beijing. #heretocreate",92k,137,0,0,1,0,0,0,0,0,1,0,0,0,0
"Inspiration is everywhere. For @DamianLillard, getting creative with his training never stops, no matter where he is. #heretocreate 
Tap the link in our bio to see how Lillard creates clutch.",87k,76,0,0,0,0,0,1,0,0,2,0,0,0,0
"From sold out arenas to the streets of Beijing, @DamianLillard always creates in traffic. #heretocreate
Tap the link in our bio to see how Lillard creates clutch in the off-season.",81k,63,0,0,2,0,0,1,0,0,1,0,0,0,0
"On top of the world. 
@Ken_Aye_ breaks the 100m Hurdles record. #SpeedTakes timing.",84k,129,0,0,0,0,0,1,0,0,0,0,0,0,0
"Geared to create, @22Wiggins reps the all-new Crazy Explosive, with full-length BOOST and Primeknit. Now available for order worldwide.",87k,102,0,0,0,0,0,0,0,1,0,1,0,0,0
"Body and mind only take you so far. Embrace the unknown. Tap into your creativity and use your imagination to get better. #heretocreate

Hit the link in our bio to see how they do it in the Sunshine State.",98k,278,0,0,0,0,0,0,0,0,0,0,0,0,0
"When you run out of obstacles, create new ones. Create Chaos = Football + Motorbikes. @S3Society_Official, #heretocreate 
Tap the link in our bio to see what causing chaos means to the S3 Crew.",109k,114,0,0,0,0,0,1,0,2,0,0,0,0,0
"Create the new off-season:
Experiment ✔️
Creativity ✔️
Motorbikes❓
@S3Society_Official, #heretocreate.
Tap the link in our bio to see what causing chaos means to the S3 Crew.",130k,202,0,0,0,0,0,0,0,0,0,0,0,0,0
"Create in color. 
Introducing UltraBOOST Uncaged, now with color BOOST.",101k,224,0,0,0,0,0,0,0,0,0,0,0,0,0
"From the streets to the pitch, @S3Society_Official creates new opponents wherever they go. Tap the link in our bio to see how the S3 Crew likes to cause chaos. #heretocreate",90k,61,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipped in speed. Geared with power. @Kris_Bryant17 leaves no doubt at the All-Star Game that he is the home run king.,98k,93,0,1,0,0,0,0,0,0,0,0,0,0,0
"Create the future through sport.
Today, we are proud to partner with Mayor de Blasio and @NYCFC to launch the New York City Soccer Initiative. This initiative will bring 50 new soccer fields to underserved neighborhoods across the five boroughs over the next five years.",104k,125,0,0,1,0,0,0,0,1,1,0,0,0,0
"Creators light up the pitch. 
Introducing the Speed of Light Pack. Available worldwide Friday.",92k,98,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inspiring the next generation by creating the standard. Thank you, Tim. The greatest Power Forward. Ever.",88k,96,0,0,0,0,0,0,0,1,1,0,0,0,0
Endurance creates focus. The cycle never stops.,75k,79,0,0,0,0,0,0,0,0,0,0,0,0,0
Create the unexpected.,146k,423,0,0,0,0,0,0,0,0,0,0,0,0,0
On-field creator. 2x All-Star. @Kris_Bryant17 is geared to dominate in his old stomping grounds.,75k,88,0,0,0,0,0,0,0,1,0,0,0,0,0
"Stars rep stripes. Today, @Kris_Bryant17 is geared to create fireworks on the diamond 🇺🇸",83k,122,0,0,0,0,0,0,0,1,0,0,0,0,0
Engineered for creators. Crazylight 2016 features full-length BOOST for the ultimate low-top. Available now worldwide.,93k,98,0,0,0,0,0,0,0,0,0,0,0,0,0
"Play fast, stay focused. @SimonaHalep wants only to win. Every shot. Every point. Every second she’s on the court. #SpeedTakes aggression.",72k,112,0,0,0,0,0,0,0,0,0,1,0,0,0
"Two years in and the game’s just been changed again. 
adidas + KANYE WEST",98k,732,0,0,0,0,0,0,0,0,0,0,0,0,0
The top of the podium is @arschmitty‘s destination. Her past defeats are the fuel that will take her there. #SpeedTakes progress.,84k,89,0,0,0,0,0,0,0,1,1,0,0,0,0
&quot;Gazelles were THE trainer we all wore in the 90s. They have a timeless look that just doesnt date. I was and always have been an adidas girl.&quot; - Kate Moss,75k,139,0,0,0,0,0,0,0,0,1,0,0,0,0
Injuries almost ruined her career. Almost. @Jaque1212 fought her way back to the top. #SpeedTakes guts.,84k,87,0,0,0,0,0,0,0,0,1,0,0,0,0
"Creating a path to greatness, their journey starts today. Welcome to the @NBA.",73k,65,0,0,0,0,0,0,0,0,0,0,0,0,0
"Uncage your run. 
The greatest running shoe ever is reborn. #UltraBOOST Uncaged drops worldwide June 29th.",87k,365,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hail King Leo 🙌 
The greatest of all time is now Argentinas all-time leading goal scorer. Create a legacy.",137k,470,0,0,0,0,0,0,0,0,1,0,0,0,0
