caption,n_likes_1000,n_comments,event,fac,gpe,law,loc,money,norp,org,person,product,work_of_art,personal_quote,quote
"The finish, for now.
The start, for later.

It doesnt matter if youre a record-breaking legend or a jaw-breaking medalist: A legacy is built beyond the finish line.

Today, @joanbenoitsamuelson, @marlen_esparza, and 10,000 others completed the Nike Womens 15k focused on whats in front of them, not whats behind. #niketoronto",333k,705,0,0,0,0,0,0,0,2,0,0,0,0,0
"A nation on your shoulders.
The world at your feet.

#nomaybes",343k,1160,0,0,0,0,0,0,0,0,0,0,0,0,0
There is no final whistle.,478k,2094,0,0,0,0,0,0,0,0,0,0,0,0,0
Yesterdays blister is tomorrows trophy. #justdoit @rafaelnadal,412k,1375,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lace up now. Wake up later.

Its rush hour, @nikelondon.",431k,1384,0,0,0,0,0,0,0,1,1,0,0,0,0
Open bar. Come early.,424k,1860,0,0,0,0,0,0,0,0,0,0,0,0,0
Kick your feet up. Stay awhile. #betterforit,390k,1406,0,0,0,0,0,1,0,0,1,0,0,0,0
"Doubt.

Five letters. One syllable. A manmade expectation of failure.

But its only a word. You decide what it means.

#justdoit",607k,7116,0,0,0,0,0,0,0,1,0,0,0,0,0
The world’s best gym isn’t a gym at all. #earthday,412k,2663,0,0,0,0,0,0,0,0,0,0,0,0,0
"It’s here where @RoryMcIlroy worked from zero majors to four. It’s here where he went from unproven to unstoppable. And it’s here where the pursuit of a career grand slam continues.

To do what few have done, go where few have gone.",335k,2600,0,0,0,0,0,0,0,0,0,0,0,0,0
You dont have to stop to smell the flowers.,416k,2251,0,0,0,0,0,0,0,0,0,0,0,0,0
One step forward. No steps back.,370k,1531,0,0,0,0,0,0,0,0,0,0,0,0,0
Home ice. #justdoit,371k,2780,0,0,0,0,0,0,0,0,0,0,0,0,0
You deserve your best. #justdoit,345k,1806,0,0,0,0,0,0,0,0,0,0,0,0,0
Its not always sunshine and sand. #justdoit,428k,4258,0,0,0,0,0,0,0,0,0,0,0,0,0
"Set the benchmark. #justdoit

Where others take a seat, @lizamaman takes it up a notch. Show us how you #justdoit",404k,1791,0,0,0,0,0,0,0,2,0,0,0,0,0
"Imagine the street is your stadium.
And the front yard is full of fans.
And that they’re screaming your name.
That one day, they’ll be wearing your jersey.
That someday, youll be someones favorite player.
But this isn’t just pretend.
It’s practice.

Just Do It.",448k,5130,0,0,0,0,0,0,0,0,0,0,0,0,0
"When you meet your match, play your game. #justdoit

On top of the world, @serenawilliams &amp; @mariasharapova square off Down Under.",368k,1691,0,0,0,0,0,0,0,1,1,0,0,0,0
"When @Neymarjr is happy, defenders never are.

He and his new #Hypervenom Liquid Diamonds are set to shine tonight in Madrid.",488k,7273,0,0,1,0,0,0,0,1,1,0,0,0,0
Outside is where you find whats inside. #justdoit,370k,1691,0,0,0,0,0,0,0,0,0,0,0,0,0
Dont let anything come between you and your goal. #justdoit,333k,1811,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch of the Day. #justdoit,406k,2991,0,0,0,0,0,0,0,0,0,0,0,0,0
Give winter the cold shoulder. #justdoit,383k,2804,0,0,0,0,0,0,0,0,0,0,0,0,0
This isnt do-or-die. Its do or dont. You have to live with it or live without it. #justdoit,341k,3531,0,0,0,0,0,0,0,0,0,0,0,0,0
The biggest play hasnt been made. #justdoit,273k,2442,0,0,0,0,0,0,0,0,0,0,0,0,0
You cant stand out if you fit in. #justdoit,329k,1843,0,0,0,0,0,0,0,0,0,0,0,0,0
A map is just a suggestion. #justdoit,347k,1948,0,0,0,0,0,0,0,0,0,0,0,0,0
"If youre looking for a reason, look no further than yourself. #justdoit",340k,1337,0,0,0,0,0,0,0,0,0,0,0,0,0
"“There’s nothing like the feeling of accomplishing something you wanted.” - @paulaaloe

Paula trains for triathlons six times a week, and rather than locking herself in the gym, she explores and enjoys her city one run, cycle, and swim at a time, because Rio is made for sport. And so is Paula.

The triathlon gives Paula a chance to do a little bit of everything she likes. It also tests her will. She relies on mental toughness to get through training and has taught herself to not give in when she feels like giving up.

Why?

Because to get the most out of it, you have to put your most into it.

#justdoit",270k,1206,0,0,0,0,0,0,0,0,4,0,0,1,0
"“What motivates me is looking back and remembering everything me and my family overcame to get where we are. I gave it all since I was seven years of age.&quot; - @teeixeirale

Alexandre, a striker from Brasil, is now 17, and he’s more than 9,000km from the family that inspires him. The Niterói-Rio de Janeiro native is far from home and his comfort zone, pursuing the dream of a lifetime in England.

After winning the Nike Most Wanted trial in Rio, Alexandre battled 50 of the top undiscovered football players in the world at St. Georges Park and earned one of the eight spots in the Nike Academy.

For the next six months, he’ll train at the Nike Academy and compete against the best youth clubs in England, in hopes of earning a professional contract and going from unknown, to being known by one name.

#justdoit",289k,1320,0,1,3,0,0,0,1,2,3,0,0,0,0
"“It‘s very important for me to set a goal as clear as possible, who I want to become, what I want to achieve and more. Goals bring me in the right direction.” – @aaayu_03

2014 was Ayus best year yet. The break-dancer from Japan conquered new moves, saw new places and reached new heights.

She entered competitions regularly to find out what she was missing and used the competition to motivate her. But what motivates Ayu most are her goals.

She pictures what she wants, makes the time, takes things seriously and always stays positive.

So what’s she picturing for 2015?

International competitions and global success.

#justdoit",318k,1964,0,0,2,0,0,0,0,1,0,0,0,1,0
"“It’s not about waiting for 12/31 to make a resolution. Every day is a resolution.” – @fitsumnyc

Fitsums goal for 2014 was simple: Run better.

And he did.

10Ks, half marathons, the New York City Marathon – it was a year of miles, milestones and personal bests.

But it took a lot of work.

He joined the Iron Runners Crew and took advantage of Nike+ NYC. His crew pushed him and he pushed himself. He got faster with track workouts, he learned how to become a more technically sound runner and he used #NTC to strengthen his entire body and become a more complete athlete.

Now Fitsums approaching the 2015 starting line, looking forward to more marathons and more qualifying and more miles, because when happiness is running, that’s all you need.

#justdoit",256k,894,0,0,0,0,0,0,0,3,1,0,0,1,0
For here or to go? #justdoit,294k,1460,0,0,0,0,0,0,0,0,0,0,0,0,0
Make a list. Check it twice. #justdoit,319k,1470,0,0,0,0,0,0,0,0,0,0,0,0,0
Make it rain. Let it snow. #justdoit,391k,3547,0,0,0,0,0,0,0,0,0,0,0,0,0
"Its never too late to start. 
Its never too early, either.
#justdoit",266k,1078,0,0,0,0,0,0,0,0,0,0,0,0,0
It takes vision to realize potential. #justdoit,281k,786,0,0,0,0,0,0,0,0,0,0,0,0,0
Its a fence. Not a finish line. #justdoit,254k,864,0,0,0,0,0,0,0,0,0,0,0,0,0
Burn bridges. #justdoit,260k,805,0,0,0,0,0,0,0,0,0,0,0,0,0
Dont let the summit be your peak. #justdoit,242k,769,0,0,0,0,0,0,0,0,0,0,0,0,0
Dont let traditions trip you up. #justdoit,244k,811,0,0,0,0,0,0,0,0,0,0,0,0,0
"The bad news? Winter is coming.
The good news? You are not a bear.
That means you don’t have to hibernate.
You don’t have to hunker down, curl up or stay in.
You don’t have to binge-watch seasons 1-4.
You dont have to let holiday traditions trip you up.
You don’t have to get cabin fever. You don’t even have a cabin.
It’s the weatherman’s job to tell you what’s headed your way.
It’s your job to not let it get in the way.
You can’t choose the weather.
But you can choose your winter.",320k,3071,0,0,0,0,0,0,0,0,0,0,0,0,0
"More than just another mile. #justdoit

800,000 miles have already been pledged to the Global Fund to fight AIDS with @RED, but you can still make all the difference: http://gonike.me/red_ig #onestep4red",285k,717,0,0,0,0,0,0,0,1,0,0,0,0,0
Happy trails. #justdoit,243k,1261,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dig deep. #justdoit

Surfers work on breath-holding exercises so they can catch the next wave - not watch it.",321k,2707,0,0,0,0,0,0,0,0,0,0,0,0,0
Take the path of most resistance. #justdoit,232k,1297,0,0,0,0,0,0,0,0,0,0,0,0,0
More kettlebell. #justdoit,229k,1243,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear your mind. #justdoit,201k,671,0,0,0,0,0,0,0,0,0,0,0,0,0
The greatest expectations are your own. #justdoit,325k,2339,0,0,0,0,0,0,0,0,0,0,0,0,0
"&quot;There truly is no finish line.&quot;
- Joan Benoit Samuelson

#nikewomen",289k,1988,0,0,0,0,0,0,0,0,1,0,0,0,0
"We see beauty and bravery, 
Gutsiness and grace,
Rivalry and revelry,
Power and passion. 
We see athletes. 
We see you.

Just Do It. 
#nikewomen",191k,1088,0,0,0,0,0,0,0,0,0,0,0,0,0
The time and place is here and now. #justdoit,268k,1554,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finish what you started. #justdoit

Tomorrow, the hills have no chance. 25,000 women take to the streets of San Francisco for more than just jewelry. #werunsf",274k,1636,0,0,1,0,0,0,0,1,0,0,0,0,0
There’s not always an award. But there’s always a reward. #justdoit,172k,1433,0,0,0,0,0,0,0,0,0,0,0,0,0
"We grew closer every mile.
Every, single why-did-I-sign-up-for-this mile.
We covered ground.
We pounded pavement.
We burned rubber on asphalt.
We were hot on the trail.
We ran new loops till they became old ones.
We worked on weekends. Weekdays. Weeknights.
We missed brunch because we took the backroads.
We couldn’t make it to taco night because we were on the track that night.
We kept going when our friends kept quitting.
We got lost. And we found out a lot about ourselves.
We’ve been everywhere together.
Except the finish line.

#justdoit",344k,5489,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dedicate yourself to making a difference. #justdoit

Starting Sunday, for every mile run with #nikeplus, Bank of America will donate to the Global Fund to fight AIDS with @RED. Every mile matters. Pledge yours at nike.com/onestep4red. #onestep4red",220k,1052,0,0,0,0,0,1,0,2,0,0,0,0,0
How far youre able to go depends on how far youre willing to go. #justdoit,210k,788,0,0,0,0,0,0,0,0,0,0,0,0,0
"See the city differently. #justdoit

@shanejoneill sneaks in a rooftop solo session in São Paulo on the @nikesb Ruta Panamericana 2014 Demo Tour. #sbpanam",191k,507,0,0,0,0,0,0,0,2,0,0,0,0,0
Your friends call you crazy. You just call yourself a runner. #justdoit,185k,750,0,0,0,0,0,0,0,0,0,0,0,0,0
"When it comes down to you, be up for the challenge. #justdoit",206k,894,0,0,0,0,0,0,0,0,0,0,0,0,0
"Whatever youre after, stay after. #justdoit",203k,624,0,0,0,0,0,0,0,0,0,0,0,0,0
"Results dont have to vary. #justdoit

@radjoe74 puts in work on the putting green. Show us how you #justdoit.",207k,1200,0,0,0,0,0,0,0,1,0,0,0,0,0
A case of the Mondays. #justdoit,214k,756,0,0,0,0,0,0,0,0,0,0,0,0,0
Dont let summer get away. #justdoit,232k,758,0,0,0,0,0,0,0,0,0,0,0,0,0
"When it’s your job to be your best, there’s nothing more important than getting better.

In between appearances, events and meetings, @kingjames takes care of business in the #LEBRON12.",265k,2062,0,0,0,0,0,0,0,1,0,0,0,0,0
You can only change yourself if you challenge yourself. #justdoit,185k,584,0,0,0,0,0,0,0,0,0,0,0,0,0
Better safe than sorry. #justdoit,226k,1145,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crunch time. #justdoit

The workout keeps going with @nikewomen.",190k,533,0,0,0,0,0,0,0,0,0,0,0,0,0
The evening commute. #justdoit,192k,411,0,0,0,0,0,0,0,0,0,0,0,0,0
"Empty fields are full of potential. #justdoit

@meowyjo aims for greatness. Show us how you #justdoit",245k,1049,0,0,0,0,0,0,0,1,0,0,0,0,0
No monthly membership fee. #justdoit,176k,401,0,0,0,0,0,0,0,0,0,0,0,0,0
"A lesson in history. #justdoit

There’s little time for @serenawilliams to celebrate her 18th Grand Slam when she’s already thinking about her 19th. @niketennis will be there for every serve along the way.",172k,814,0,0,0,0,0,0,0,1,1,0,0,0,0
There are no second chances for first impressions. #justdoit,201k,464,0,0,0,0,0,0,0,0,0,0,0,0,0
Anything can happen when you’re willing to do everything to make it happen. #justdoit,190k,951,0,0,0,0,0,0,0,0,0,0,0,0,0
"The ones who don’t love the game leave it, and the ones who love it live it. #justdoit

From the streets of The Philippines, to courts in Spain, Pinoy basketball is fueled by pride.",219k,3328,0,0,2,0,0,0,0,0,0,0,0,0,0
A day off is no reason to have an off day. #justdoit,210k,876,0,0,0,0,0,0,0,0,0,0,0,0,0
"Where there’s a will, there’s a wake. #justdoit",191k,927,0,0,0,0,0,0,0,0,0,0,0,0,0
"When youre on top, everyone wants to see you fall. They want to see you stumble. They want to see you slip up. They tune in just to see if someone can take you down. They root for the underdog. And youre not the underdog. Youre @fsufootball, and youre the defending national champion. And you know that defending a title will be harder than winning one, because when youre on top, you get everyones best shot.

Just make sure yours is better. #justdoit",191k,1281,0,0,0,0,0,0,0,1,0,0,0,0,0
"Earn every expectation. #justdoit

Year after year, the pressure in Tuscaloosa is intense. You can feel it. You can hear it. You can see it. But the pressure @alabamafbl puts on itself is even more intense. Because when being perfect is the expectation, being more than perfect is the standard.",184k,1090,0,0,1,0,0,0,0,1,0,0,0,0,0
"Focusing on tomorrow won’t get you anywhere today. #justdoit

@OregonGridiron doesn’t circle one day on the calendar, it circles all of them. Off-days, Two-a-Days, Saturdays. None is bigger and none is smaller. Because when you have something to prove to the country every year, you first have to prove it to yourself every day. Because #WinTheDay isnt just a slogan, its a state of mind.",177k,674,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hard work is hard to ignore. #justdoit

Most people aren’t ready for the fall. It sneaks up on them and leaves them wondering how summer went by so fast. They’re not ready for the air to get crisp, or the leaves to turn, or to go back to school, or for vacation to be over. But for @OU_Football, the opposite is the case, because there was no vacation, and they’ve been in school all summer and when the leaves turn, it means it’s their turn.",152k,631,0,0,0,0,0,0,0,0,0,0,0,0,0
Every step is a reason to take another. #justdoit,200k,686,0,0,0,0,0,0,0,0,0,0,0,0,0
Make a splash. #justdoit,203k,885,0,0,0,0,0,0,0,0,0,0,0,0,0
"Determination determines everything. #justdoit

Before @nikewomen trainer @mariepurvis helps others get stronger, its her turn.",147k,279,0,0,0,0,0,0,0,0,0,0,0,0,0
Take things too far. #justdoit,190k,1066,0,0,0,0,0,0,0,0,0,0,0,0,0
Sometimes you have to pull yourself up to push yourself forward. #justdoit,205k,528,0,0,0,0,0,0,0,0,0,0,0,0,0
Improbable doesnt mean impossible. #justdoit,201k,909,0,0,0,0,0,0,0,0,0,0,0,0,0
The distance between good and great is up to you. #justdoit,179k,521,0,0,0,0,0,0,0,0,0,0,0,0,0
Whenever. Wherever. However. #justdoit,200k,508,0,0,0,0,0,0,0,0,0,0,0,0,0
"If you dont take risks, youll always have regret. #justdoit",235k,1629,0,0,0,0,0,0,0,0,0,0,0,0,0
Early to rise. Early to run. #justdoit,190k,555,0,0,0,0,0,0,0,0,0,0,0,0,0
Getting out of bed was the easy part. #justdoit,161k,484,0,0,0,0,0,0,0,0,0,0,0,0,0
Theyll be able to tell you stayed late without you telling them a thing. #justdoit,179k,506,0,0,0,0,0,0,0,0,0,0,0,0,0
"Find the reasons. Lose the excuses. #justdoit

Luis Felipe Diaz Vasquez was paralyzed at the age of six. 10 years later, he turned to sport. He started with basketball, then swimming, then track and field. Eventually, he fell in love with weightlifting and has been lifting ever since.

Vasquez, now 51, still finds joy going in to the gym. “I know my life is not normal, but you have to make it normal,&quot; he says. &quot;Sport is part of human development, it helps you become more aware of life.”",190k,1290,0,0,0,0,0,0,0,2,2,0,0,0,0
Ask more from yourself and theyll start asking more about you. #justdoit,225k,973,0,0,0,0,0,0,0,0,0,0,0,0,0
Fear is optional. #justdoit,226k,2104,0,0,0,0,0,0,0,0,0,0,0,0,0
A good run goes a long way. #justdoit,202k,919,0,0,0,0,0,0,0,0,0,0,0,0,0
No parking. #justdoit,170k,473,0,0,0,0,0,0,0,0,0,0,0,0,0
This is not a drill. #justdoit,184k,496,0,0,0,0,0,0,0,0,0,0,0,0,0
Reach your max. Then reach for more. #justdoit,173k,707,0,0,0,0,0,0,0,0,0,0,0,0,0
"Looking for a summer job? Here it is: get better.
It’s simple. Just like summer should be.
It doesn’t matter if your friends are out of town or out on the town, because by the end of it, you’ll either have yourself to blame or yourself to thank.
Want to be crisp all fall? Want to stay hot all winter?
Then stay out late and get up early.
Tell them to leave the lights on for you, but tell them not to wait up.
Hit the pool, hit the playa, hit the park.
Chase your personal best, chase the person you want to become, chase the ice cream truck.
Just don’t let summer get away from you.
Because everyone will know what you did, 
even if you didn’t do a thing.

#justdoit",175k,725,0,0,0,0,0,0,0,1,0,0,0,0,0
Champions believe in themselves before anyone else will. #justdoit,217k,1301,0,0,0,0,0,0,0,0,0,0,0,0,0
"We will not shrink or hide
Or wonder what could have been.
We will attack with urgency,
Deception, and flair. 
We will dart into space. 
Dance down the touchline. 
And track back until the end. 
We will play our way. 
We will #riskeverything.

#ForçaNeymar // #OuseSerBrasileiro

#regram: @nikefootball",210k,2410,0,0,0,0,0,0,0,1,2,0,0,0,0
"In Brasil, your first dance partner is a football. #justdoit",177k,716,0,0,0,0,0,0,0,0,1,0,0,0,0
"A team is bigger than 11. #justdoit

Even when @cbf_futebol isnt on the pitch, theyre on the mind.",178k,641,0,0,0,0,0,0,0,0,0,0,0,0,0
"When you believe, the rest will follow. #justdoit",226k,1639,0,0,0,0,0,0,0,0,0,0,0,0,0
"The best way to root for your country is to represent it. #justdoit

In Brasil, the goal is to put the ball in the net. In France, its the same.",192k,622,0,0,1,0,0,0,0,0,1,0,0,0,0
"The stadium is never far from the street.

#vaibrasil",226k,1068,0,0,0,0,0,0,0,0,0,0,0,0,0
The world takes a break. Brasil plays on. #justdoit,196k,685,0,0,0,0,0,0,0,0,0,0,0,0,0
"When you fly your flag high, the whole world notices. #justdoit

@sagekotsenburg raises the red, white and blue above the Cascades repping @clint_dempsey’s no. 8.",164k,820,0,0,1,0,0,0,0,1,0,0,0,0,0
"Every point matters. #justdoit

@myerolymos sends back another return before #lesbleus look to send a message in Brasil.",146k,428,0,0,0,0,0,0,0,0,1,0,0,0,0
"The best are heard about long before they’re seen.
Not because they talk, but because people talk. 
And no one can keep a secret this good. 
So word spreads. 
Across time zones and airwaves and oceans. 
And they seem like myths ...
until every four years, the world finds out that they’re not. 
#justdoit",224k,815,0,0,0,0,0,0,0,0,0,0,0,0,0
"When you step on, step up. #justdoit",250k,2294,0,0,0,0,0,0,0,0,0,0,0,0,0
Living the game takes you farther than loving it. #justdoit,193k,999,0,0,0,0,0,0,0,0,0,0,0,0,0
"You cant keep pride on the pitch. #justdoit

@luanomatriz shows off @cbf_futebols third shirt.",149k,442,0,0,0,0,0,0,0,1,0,0,0,0,0
"Stand out in a city full of icons. #justdoit

Before the country focuses its energy on Les Bleus in Brasil, the focus is on the next possession in Champ de Mars.",201k,933,0,1,0,0,1,0,0,0,1,0,0,0,0
"If you want to move forward, dont look back. #justdoit

Go on, @england.",183k,637,0,0,0,0,0,0,0,1,0,0,0,0,0
"When everything’s in reach, nothing’s a stretch. #justdoit

Picigin players hit the beach in Dubrovnik before @hns_cff takes the pitch in Brasil. The sport, created in the shallow waters on the coast of Croatia, is played with a tennis-sized ball called a balun. Players try to keep the ball in the air and out of the water, all while earning style points for every leap, lay-out and dive.",185k,734,0,0,1,0,0,0,0,1,2,0,0,0,0
Look up to legends until you look them in the eye. #justdoit,208k,704,0,0,0,0,0,0,0,0,0,0,0,0,0
"If you want to do more than watch, do more than wait. #justdoit

Portugals next get in a game of their own in Lisbon.",171k,569,0,0,1,0,0,0,0,1,0,0,0,0,0
You never forget your first coach. #happyfathersday,175k,808,0,0,0,0,0,1,0,0,0,0,0,0,0
"If you dream about it, do something about it. #justdoit

Its touch and go at Hyde Park before @England takes the pitch.",163k,408,0,1,0,0,0,0,0,1,0,0,0,0,0
"When your country rises, raise the volume. #justdoit

@afrojack and @martingarrix make noise for The Netherlands on their own stage.",237k,1888,0,0,1,0,0,0,0,3,0,0,0,0,0
"Different opponent. Same result. #justdoit

@pedroscooby represents Brasil on his own playing field.",183k,736,0,0,0,0,0,0,0,1,1,0,0,0,0
"Teach the world what your country taught you. #justdoit

Ensine ao mundo aquilo que seu país lhe ensinou. #justdoit",256k,1480,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tomorrow, we watch. Tonight, we play. #justdoit

Amanhã, assistimos. Hoje à noite, jogamos. #justdoit",186k,627,0,0,1,0,0,0,0,1,1,0,0,0,0
"When the dust settles, your legacy remains. #justdoit

Rafael Nadal reigns at Roland Garros.",197k,1600,0,1,0,0,0,0,0,0,1,0,0,0,0
"Turn the clay into a masterpiece. #justdoit

Maria Sharapova isnt leaving Paris without the trophy.",165k,966,0,0,1,0,0,0,0,0,1,0,0,0,0
Don’t let anything come between where you are and where you’re going. #justdoit,237k,1697,0,0,0,0,0,0,0,0,0,0,0,0,0
"When you bring the best to Hayward Field, they bring out the best in each other.

Records are always in reach, personal bests become world bests and a split-second can mean the difference between 2nd and second-to-none. #justdoit",182k,1066,0,0,1,0,0,0,0,0,0,0,0,0,0
Raise the bar. #justdoit,149k,834,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dont rise to the occasion. Rise above it. #justdoit

@ivanaspanovic soars to a first-place finish at the Pre Classic and a new Serbian national record 9,590 kilometers from home.",142k,380,0,1,0,0,0,0,1,1,0,1,0,0,0
"The fast are never forgotten. #justdoit

Today, the worlds best will be in Eugene, Oregon for the Prefontaine Classic as they honor Pres legacy and look to start one of their own.",171k,477,0,0,2,0,0,0,0,1,1,1,0,0,0
"We throw the word “legend” around these days, as if it’s easy to become one. But here’s our definition: someone who inspires a generation that never saw him run. A generation that never saw the real thing. A generation that had to rely on stories that were told and footage that was found.

Steve Prefontaine was a rebel with a cause: to never give anything less than his best, to never sacrifice the gift, to make you bleed if you were going to beat him. Win or lose, he wanted to paint something beautiful every time he ran. And he did. There was a formula to racing – conserve your energy, draft off the pack, then kick – but Pre never followed it. He didn’t fit the stereotype, but he ran so hard he became the prototype.

His style changed running. His soul shaped Nike.

Tomorrow night, the lights go on at historic Hayward Field for the Prefontaine Classic, as the world’s best hope to honor Pre with their best.

#PreLives",132k,916,0,1,0,0,0,0,0,2,1,1,0,0,0
"If getting to the top were easy, everyone would be there. #justdoit",153k,466,0,0,0,0,0,0,0,0,0,0,0,0,0
Cest parti! #justdoit,155k,747,0,0,0,0,0,0,0,0,0,0,0,0,0
The competition is always on your heels. #justdoit,166k,486,0,0,0,0,0,0,0,0,0,0,0,0,0
"You never know where the next step will take you. #justdoit

Pledge your Nike+ kilometers for a chance to earn your way to the ultimate runners retreat in Java Island, Indonesia.

Nike.com/justdoit",195k,1393,0,0,3,0,0,0,0,0,0,0,1,0,0
Give yourself a round of applause. #justdoit,188k,1672,0,0,0,0,0,0,0,0,0,0,0,0,0
"If you don’t explore your possibilities, you limit them. #justdoit",167k,577,0,0,0,0,0,0,0,0,0,0,0,0,0
"No toll this direction.

@therealanarvaez shows us how to #justdoit. Share your story by tagging your photos with #justdoit. Your move.",173k,726,0,0,0,0,0,0,0,0,0,0,0,0,0
One more adds up. #justdoit,144k,488,0,0,0,0,0,0,0,0,0,0,0,0,0
"One giant step for man. #justdoit

@nicolasmuellair leaves his LunarENDOR footprints on the full moon.",296k,4099,0,0,0,0,0,0,0,2,0,0,0,0,0
"The most beautiful thing at the beach. #justdoit

30 dias.",157k,593,0,0,0,0,0,0,0,1,0,0,0,0,0
Where you play isn’t as important as how. #riskeverything,170k,582,0,0,0,0,0,0,0,0,0,0,0,0,0
The view is the only thing worth stopping for. #justdoit,166k,494,0,0,0,0,0,0,0,0,0,0,0,0,0
"If there were no votes.
If there was no award.
If there was no trophy.
There’d still be no quit.

@easymoneysniper won’t be satisfied with a title until it’s “Champion.&quot; #MVP",175k,857,0,0,0,0,0,0,0,1,0,0,0,0,0
"Records aren’t meant to last, especially when they’re your own. #justdoit

Tomorrow, Dutch Paralympian and 100, 200 &amp; 400m World Record holder, Marlou van Rhijn, takes the track for the first time in 2014.",188k,741,0,0,0,0,0,0,1,2,0,0,0,0,0
"Take the necessary steps. #justdoit

One month till these stands are full for the Pre Classic. One more day to earn your way there.

Nike.com/justdoit",192k,1042,0,1,1,0,0,0,0,1,0,0,0,0,0
"Dedication gets you to the starting line. Determination gets you to the finish.

Tomorrow, thousands of women will take to the streets of Washington D.C. to finish something they started running towards months ago: 13.1. #werundc",174k,710,0,0,1,0,0,0,0,0,0,0,0,0,0
"If youre not pushing the game forward, youre holding it back. 
@cristiano shows off the Mercurial Superfly IV, @nikefootballs fastest boot ever. #justdoit",208k,1963,0,0,0,0,1,0,0,1,0,0,0,0,0
"We learned how to play the game in your fields. How to hike your mountains and climb your walls. How to surf your waters and swim your seas. How to ski your slopes and skate your frozen ponds. How to run your trails and blaze our own.

You made us better. It’s only fair we do the same. #happyearthday",159k,749,0,0,0,0,0,1,0,0,0,0,0,0,0
"He didn’t like being called “Coach” because he was more than that. He was a Professor of Competitive Response. He was a self-taught shoe cobbler who turned an office underneath the west grandstands into an R&amp;D lab. He was obsessive, meticulous and curious. He was an innovator who would do anything to eliminate the unnecessary. If he could shave ounces off shoes, his runners could trim seconds off their times. He was the co-founder of Blue Ribbon Sports. He is the spirit of Nike.

Today, Bill Bowerman’s statue watches over the homestretch at Hayward Field; a reminder to those fortunate enough to run there that the real purpose of running isn’t to win a race, but to test the limits of the human heart.

Come see for yourself: Nike.com/justdoit",145k,525,0,0,1,0,1,0,0,2,1,0,1,0,0
"Home is where the heart is. Where the Men of Oregon were shaped by the Man of Oregon. Where splits were whittled down like wood, and flats were dissected like bugs. Where a passionate coach became a mad scientist, and waffle irons were used for making shoes, not brunch. Where a rebel from a small town nobody knew existed became a legend nobody could forget. Where making people better became the makings of a company.

We’d love to tell you the rest, but we’d rather you experience it.

Run your way to where it all began. Nike.com/justdoit",126k,760,0,0,1,0,0,0,0,2,0,0,0,0,0
Green would look good on you. #justdoit,118k,692,0,0,0,0,0,0,0,0,0,0,0,0,0
You dont need a crowd. You just need a court. #justdoit,180k,1197,0,0,0,0,0,0,0,0,0,0,0,0,0
"You were made to move. Now move the way you were meant to.

The #nikefree 2014 Running Collection revolutionizes natural motion flexibility with our first-ever hexagonal flex-groove pattern outsole, helping your foot move freely in all directions, and an anatomically-shaped heel designed to roll with your foot when it strikes the ground. See the rest of the collection at nike.com/free",168k,903,0,0,0,0,0,0,0,0,0,0,0,0,0
"We cant live without Air.

Its been 27 years since we started running on Air. Show us your favorite pair of #airmax on March 26th to celebrate Air Max Day.",216k,1582,0,0,0,0,0,0,0,1,0,0,0,0,0
"Give excuses the vacation. #justdoit

Follow @nikewomen for a dose of fitspiration.",162k,746,0,0,0,0,0,0,0,0,0,0,0,0,0
"10 years of Nike Free have gone by fast. Heres to the next 10 going by faster. #justdoit

Check out the newest members of the #NikeFree family on nike.com",145k,398,0,0,0,0,0,0,0,2,1,0,0,0,0
"Get back in the swing of things. #justdoit

@nikebaseball has every base covered from here to home.",110k,330,0,0,0,0,0,0,0,1,0,0,0,0,0
"Everything stops for Carnaval. Except you. #justdoit

Tudo para no Carnaval. Menos você. #justdoit",146k,571,0,0,0,0,0,0,1,2,1,0,0,0,0
"Some medal moments are never televised.

@maya_kv shows us how to #justdoit. If youre taking it to the next level, tag your photos with #justdoit and you might be featured on our instagram channel. Your move.",170k,553,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stand above those who stood above the rest. #justdoit

The Nike #Flyknit Trainer Chukka FSB features a wool-blend upper to keep you warm on your way to the top.",198k,1505,0,0,0,0,0,0,0,1,0,0,0,0,0
The goal is clear: make it a blur. #justdoit,167k,465,0,0,0,0,0,0,0,0,0,0,0,0,0
Just like you dreamed it. But faster. #justdoit,157k,393,0,0,0,0,0,0,0,0,0,0,0,0,0
Your life’s work in as little time as possible. #justdoit,165k,503,0,0,0,0,0,0,0,0,0,0,0,0,0
"What does it take to get to the top of the podium?
The same thing it takes to get to the top of the world.
#justdoit",166k,746,0,0,0,0,0,0,0,0,0,0,0,0,0
